,flag,inkml,lg,symlg
5554,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2100.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2100.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2100.lg
5555,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2101.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2101.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2101.lg
5556,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2102.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2102.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2102.lg
5557,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2103.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2103.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2103.lg
5558,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2104.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2104.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2104.lg
5559,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2110.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2110.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2110.lg
5560,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2112.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2112.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2112.lg
5561,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2114.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2114.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2114.lg
5562,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2115.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2115.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2115.lg
5563,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2116.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2116.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2116.lg
5564,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2117.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2117.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2117.lg
5565,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2118.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2118.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2118.lg
5566,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2119.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2119.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2119.lg
5567,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2120.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2120.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2120.lg
5568,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2121.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2121.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2121.lg
5569,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2122.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2122.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2122.lg
5570,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2124.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2124.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2124.lg
5571,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2125.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2125.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2125.lg
5572,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2129.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2129.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2129.lg
5573,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2130.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2130.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2130.lg
5574,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2131.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2131.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2131.lg
5575,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2135.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2135.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2135.lg
5576,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2136.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2136.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2136.lg
5577,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2139.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2139.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2139.lg
5578,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2141.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2141.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2141.lg
5579,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2143.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2143.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2143.lg
5580,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2144.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2144.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2144.lg
5581,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2145.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2145.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2145.lg
5582,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2146.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2146.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2146.lg
5583,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2147.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2147.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2147.lg
5584,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2148.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2148.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2148.lg
5585,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2150.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2150.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2150.lg
5586,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2151.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2151.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2151.lg
5587,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2152.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2152.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2152.lg
5588,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2153.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2153.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2153.lg
5589,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2154.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2154.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2154.lg
5590,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2155.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2155.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2155.lg
5591,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2157.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2157.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2157.lg
5592,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2158.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2158.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2158.lg
5593,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2159.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2159.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2159.lg
5594,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2160.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2160.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2160.lg
5595,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2161.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2161.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2161.lg
5596,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2162.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2162.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2162.lg
5597,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2176.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2176.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2176.lg
5598,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2177.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2177.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2177.lg
5599,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2182.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2182.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2182.lg
5600,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2184.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2184.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2184.lg
5601,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2186.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2186.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2186.lg
5602,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2192.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2192.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2192.lg
5603,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2200.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2200.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2200.lg
5604,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2201.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2201.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2201.lg
5605,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2202.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2202.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2202.lg
5606,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2203.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2203.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2203.lg
5607,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2204.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2204.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2204.lg
5608,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2205.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2205.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2205.lg
5609,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2206.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2206.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2206.lg
5610,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2207.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2207.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2207.lg
5611,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2208.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2208.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2208.lg
5612,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2209.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2209.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2209.lg
5613,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2210.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2210.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2210.lg
5614,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2211.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2211.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2211.lg
5615,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2212.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2212.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2212.lg
5616,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2213.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2213.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2213.lg
5617,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2217.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2217.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2217.lg
5618,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2225.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2225.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2225.lg
5619,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2237.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2237.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2237.lg
5620,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2238.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2238.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2238.lg
5621,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2241.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2241.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2241.lg
5622,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2242.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2242.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2242.lg
5623,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2247.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2247.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2247.lg
5624,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2249.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2249.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2249.lg
5625,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2250.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2250.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2250.lg
5626,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2251.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2251.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2251.lg
5627,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2252.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2252.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2252.lg
5628,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2254.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2254.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2254.lg
5629,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2263.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2263.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2263.lg
5630,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2264.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2264.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2264.lg
5631,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2271.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2271.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2271.lg
5632,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2272.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2272.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2272.lg
5633,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2273.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2273.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2273.lg
5634,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2274.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2274.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2274.lg
5635,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2275.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2275.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2275.lg
5636,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2276.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2276.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2276.lg
5637,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2277.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2277.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2277.lg
5638,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2278.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2278.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2278.lg
5639,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2286.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2286.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2286.lg
5640,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2287.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2287.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2287.lg
5641,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2288.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2288.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2288.lg
5642,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2290.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2290.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2290.lg
5643,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2291.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2291.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2291.lg
5644,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2292.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2292.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2292.lg
5645,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2293.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2293.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2293.lg
5646,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2294.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2294.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2294.lg
5647,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2296.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2296.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2296.lg
5648,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2297.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2297.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2297.lg
5649,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2298.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2298.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2298.lg
5650,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2299.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2299.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2299.lg
5651,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2300.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2300.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2300.lg
5652,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2311.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2311.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2311.lg
5653,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2325.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2325.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2325.lg
5654,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2335.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2335.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2335.lg
5655,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2346.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2346.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2346.lg
5656,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2347.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2347.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2347.lg
5657,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2350.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2350.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2350.lg
5658,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2351.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2351.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2351.lg
5659,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2352.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2352.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2352.lg
5660,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2353.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2353.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2353.lg
5661,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2365.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2365.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2365.lg
5662,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2366.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2366.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2366.lg
5663,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2370.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2370.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2370.lg
5664,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2371.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2371.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2371.lg
5665,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2372.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2372.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2372.lg
5666,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2375.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2375.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2375.lg
5667,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2378.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2378.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2378.lg
5668,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2379.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2379.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2379.lg
5669,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2380.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2380.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2380.lg
5670,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2381.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2381.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2381.lg
5671,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2382.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2382.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2382.lg
5672,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2383.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2383.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2383.lg
5673,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2384.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2384.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2384.lg
5674,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2386.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2386.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2386.lg
5675,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2387.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2387.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2387.lg
5676,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2388.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2388.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2388.lg
5677,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2392.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2392.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2392.lg
5678,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2396.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2396.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2396.lg
5679,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2404.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2404.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2404.lg
5680,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2406.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2406.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2406.lg
5681,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2410.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2410.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2410.lg
5682,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2419.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2419.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2419.lg
5683,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2420.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2420.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2420.lg
5684,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2421.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2421.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2421.lg
5685,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2422.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2422.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2422.lg
5686,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2423.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2423.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2423.lg
5687,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2424.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2424.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2424.lg
5688,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2425.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2425.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2425.lg
5689,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2427.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2427.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2427.lg
5690,train,/train/CROHME/INKML/CROHME2019_train/MfrDB2428.inkml,/train/CROHME/LG/CROHME2019_train/MfrDB2428.lg,/train/CROHME/SymLG/CROHME2019_train/MfrDB2428.lg
